source,text,processed_text,year,sentiment
kaggle,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,operating profit decreased eur eur mn 2008,2008.0,neutral
kaggle,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",pcs digital guatemala using tecnomen prepaid system telgua fixed networks well code division multiple access cdma global system mobile communication gsm since 2003,2003.0,neutral
kaggle,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",company disclose details including anticipated transaction timetable name new investor within one week,,neutral
kaggle,"`` The number of collection errors fell considerably , and operations speeded up .",number collection errors fell considerably operations speeded,,positive
kaggle,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,insurer old mutual picks standard bank hemphill new ceo,,neutral
kaggle,"Broker tips: RBS, Croda, Sage",broker tips rbs croda sage,,positive
kaggle,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",operating profit eur mn loss eur year earlier,,positive
kaggle,"The reductions will be implemented immediately , beginning in October 2009 .",reductions implemented immediately beginning october 2009,2009.0,neutral
kaggle,$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,ebay nice breakout recent consolidation congrats http,,positive
kaggle,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",company plans close two three lines plant jobs threat,,negative
kaggle,The contract includes heating plant equipment and associated installation work .,contract includes heating plant equipment associated installation work,,neutral
kaggle,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,kinder morgan bp form joint venture limited liability company purchase,,positive
kaggle,"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",qualcomm estimated profit cents share excluding certain items analyst estimate cents share,,negative
kaggle,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",neste oil signed procurement contracts honkajoki oy findest protein oy owned finnish food manufacturers supply animal fat biodiesel production neste porvoo finland refinery,,positive
kaggle,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,total investment 2006 2007 expected amount,2006.0,neutral
kaggle,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,mursula said tried gather perspective see malaysia,,neutral
kaggle,The presentation material can be viewed on the company 's website in English after the conference .,presentation material viewed company website english conference,,neutral
kaggle,"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",finnish metso paper order supply uncoated fine paper machine mcc paper yinhe china,,positive
kaggle,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",completed watchtower highest building ireland,,neutral
kaggle,"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",galeria podlaska shopping mall wysockiego street bia ystok approximately leased reserved,,neutral
kaggle,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,product folding maximizes weather resilience enables seamless roof finish,,neutral
kaggle,"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",intuitive surgical isrg great financial position take look https https,,positive
kaggle,Dragonfly Love is another video shot from start to finish using the Nokia N8 .,dragonfly love another video shot start finish using nokia,,neutral
kaggle,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",new apartment block going close city center explained chairman board yit ehitus priit sauk,,neutral
kaggle,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,march 2011 finnish electronics contract manufacturer scanfil oyj hel said today plan merge wholly owned scanfil ems group oy hit snag shareholders domestic rival rejected deal,2011.0,neutral
kaggle,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,barclays help britain ftse climb higher,,positive
kaggle,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,finnish stockmann group mail order unit hobby hall launched trial marketing campaign russia,,neutral
kaggle,$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,utsi http long setup reported good earnings,,positive
kaggle,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",quartal oy owns shares satama interactive plc represents per cent share capital voting rights,,neutral
kaggle,Demand was brisk as expected and order levels have remained high .,demand brisk expected order levels remained high,,positive
kaggle,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",adpnews sep 2009 finnish silicon wafers maker okmetic oyj hel said reduce number clerical workers worldwide result personnel negotiations completed today,2009.0,negative
kaggle,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decreased eur mn eur mn,,neutral
kaggle,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",company order book stood bln euro bln september 2007 pct year international orders amounting mln euro mln,2007.0,positive
kaggle,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",comparable operating profit quarter decreased sales increased compared third quarter 2007,2007.0,negative
kaggle,Barclays poised to replace Sir Mike Rake as he heads for exit,barclays poised replace sir mike rake heads exit,,neutral
kaggle,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,sales unit slumped last year industry hit poor snowfall major resorts winter,,negative
kaggle,Barclays appoints JPMorgan's Paul Compton as new COO,barclays appoints jpmorgan paul compton new coo,,neutral
kaggle,"$AAPL bounces off support, it seems",aapl bounces support seems,,positive
kaggle,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,operating profit fell eur mn eur mn 2007,2007.0,neutral
kaggle,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,estonian parliament set vote amendments excise duty law wednesday would add kroons price liter diesel kroons price liter gasoline start 2010,2010.0,neutral
kaggle,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,elcoteq proven track record electronics manufacturing services ems global factory network coupled modern manufacturing equipment consistent systems processes,,positive
kaggle,$MTD (Mettler-Toledo) ready for a breakout,mtd ready breakout,,positive
kaggle,"HSBC shakes up board with two new business chiefs, three departures",hsbc shakes board two new business chiefs three departures,,neutral
kaggle,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",inventors ridge justin bao yiliang karczewicz marta,,neutral
kaggle,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",one also apply jobs directly ipad select cv attach covering letter appropriate position,,neutral
kaggle,"In this way , the industry 's starting point has been the consumers ' needs .",way industry starting point consumers needs,,neutral
kaggle,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",prosecutor also demanding outokumpu pay fine eur,,neutral
kaggle,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",2008 generated net sales eur million usd,2008.0,neutral
kaggle,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",published globes online israel business news november 2009 copyright globes publisher itonut 1983 2009,2009.0,neutral
kaggle,The EUR17m contract includes both design and construction works .,contract includes design construction works,,neutral
kaggle,$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,aapl beat estimates still go lack new products https,,negative
kaggle,Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,delhaize le lion selected aldata vocal pda solution motorola pda terminal,,neutral
kaggle,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",baltimore police fire pension billion lost million madoff ponzi scheme,,neutral
kaggle,"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",according company operating profit excluding items fourth quarter 2009 significantly better expected also better figures fourth quarter 2008,2009.0,positive
kaggle,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",new units built cargotec state art manufacturing facility san antonio texas usa started operations 2009,2009.0,neutral
kaggle,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",operating loss totalled eur mn compared profit eur mn second quarter 2008,2008.0,neutral
kaggle,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",september 2010 finnish waste management recycling company lassila tikanoja expands operations russia introducing recently completed recycling plant city dubna near moscow,2010.0,positive
kaggle,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,biohit already services many current genesis customers customer base expected expand result agreement,,positive
kaggle,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",update cib legal general sell egyptian life joint venture axa,,positive
kaggle,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',operating profit declined mainly due increased cost wood recycled fiber strengthened euro,,negative
kaggle,"This will be done domestically and in neighboring markets , both organically and through acquisitions .",done domestically neighboring markets organically acquisitions,,neutral
kaggle,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",news feedftse movers ashtead jumps strong interims glencore bp,,positive
kaggle,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",elite residence tower new development tameer located heart dubai marina,,neutral
kaggle,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",stocktwits kbkiwi tsla tesla model sales exceed target profitability guidance amended upward http,,positive
kaggle,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,tesco sells half stake ecommerce site lazada alibaba,,neutral
kaggle,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",top us commerce department published construction spending figures november,,negative
kaggle,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",baltic pearl cjsc subsidiary shanghai foreign joint investment company developing project st petersburg comprising million square meters residential space two hospitals several schools nurseries,,neutral
kaggle,They are also upset that some of the machinery and work is taken over to Poland .,also upset machinery work taken poland,,negative
kaggle,Approval by shareholders of Cencorp in accordance with Finnish law .,approval shareholders cencorp accordance finnish law,,neutral
kaggle,"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",company said supply wcdma radio network including modular high capacity nokia flexi wcdma base station east java bali sumatra batam,,positive
kaggle,$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,rsh looking first profitable quarter years long strong,,positive
kaggle,$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,mflx pre mkt looks like gap filled lookin short opt,,negative
kaggle,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,finnish forest machinery manufacturer ponsse agreed volvo start cooperation latin america,,positive
kaggle,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",february 2011 finnish broadband data communication systems provider teleste oyj hel saw net profit jump last quarter 2010 period 2009,2011.0,positive
kaggle,"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",route helsinki finland tallinn estonia cargo volumes increased cargo volumes finland sweden fell,,neutral
kaggle,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",irish said chasing standard chartered rbs brexit vote nears,,positive
kaggle,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",helsinki october 2008 ssh communications security corp board directors information please contact tomi laamanen chairman tel distribution nasdaq omx helsinki,2008.0,neutral
kaggle,"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",yoku high volume blast friday goes higher http,,positive
kaggle,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",kemira headquartered helsinki finland international chemicals group comprising business areas kemira pulp paper kemira water kemira specialty kemira coatings,,neutral
kaggle,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",chic cheerful finnish design house marimekko sending geometric textiles world past years,,neutral
kaggle,"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",recovery demand started toward end 2009 continued 2010,2009.0,positive
kaggle,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,comparable operating profit decreased eur mn eur mn corresponding period 2005,2005.0,neutral
kaggle,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",guangdong october sinocast nokia telecommunications dongguan branch entered letter intent open nokia class qingyuan polytechnic qingyuan city guangdong province,,neutral
kaggle,"The company can not give up palm oil altogether , however .",company give palm oil altogether however,,neutral
kaggle,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",2007 group net sales stood eur million employees end june 2008,2007.0,neutral
kaggle,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,marimekko operates industry changes business climate reflected consumer demand,,neutral
kaggle,U.S. Debt Lures Schroders as ECB Depresses Rates,debt lures schroders ecb depresses rates,,neutral
kaggle,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,,neutral
kaggle,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,eps outlook increased pct 2007 pct 2008,2007.0,positive
kaggle,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,company employees annual turnover vaahto group listed nordic exchange helsinki,,neutral
kaggle,"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",dpz broke bull flag channel make new highs volume poor,,positive
kaggle,"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",amzn rejected penny weak open goes within first mins could points https,,negative
kaggle,This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,bbby stock options trade would doubled money https via thestreet,,positive
kaggle,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",pretax loss totaled eur mn profit eur mn 2004,2004.0,negative
kaggle,#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,tesla model deliveries germany record deliveries march chart https tsla,,positive
kaggle,Operating profit of the Asian plants grew markedly .,operating profit asian plants grew markedly,,positive
kaggle,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",prosecutor also demanding outokumpu pay fine eur,,negative
kaggle,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",konecranes previously communicated estimated reduction employees group level 2009,2009.0,negative
kaggle,The Oulu plant employs approximately 120 people .,oulu plant employs approximately people,,neutral
kaggle,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,eet alma media annual report 2009 scheduled published calendar week,2009.0,neutral
kaggle,"SCOPI Chief Business Excellence Officer , Eng .",scopi chief business excellence officer eng,,neutral
kaggle,"The share capital of Basware Corporation is 11,720,829 .",share capital basware corporation,,neutral
kaggle,New Morrisons duo get former boss's support to diffuse investor tension,new morrisons duo get former boss support diffuse investor tension,,positive
kaggle,The order also includes start-up and commissioning services .,order also includes commissioning services,,neutral
kaggle,"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",upm deliveries increased third quarter percent efficiency operations improved chief executive jussi pesonen said,,positive
kaggle,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,outokumpu chief executive juha rantanen expressed confidence china market,,positive
kaggle,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,mr vasantha appointed managing director incap contract manufacturing services pvt,,neutral
kaggle,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",company charge natural gas storage activities france great britain germany,,neutral
kaggle,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,solution extension existing online mediation solution delivered earlier comptel ibm,,neutral
kaggle,"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",federal government putting stake ground vendors customers focused meeting deadline,,neutral
kaggle,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",finnish construction company yit corporation planning build holiday homes near tahko ski spa resort finland,,positive
kaggle,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",operating profit totaled eur mn eur mn corresponding period 2005,2005.0,neutral
kaggle,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya project kazakhstan,,positive
kaggle,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",june sold percent stake nordstjernan investment group taken option acquire eqt remaining shares,,neutral
kaggle,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",tiimari latvian representative ineta zaharova said company earned lvl 2005 profit times 2004,2005.0,positive
kaggle,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",operating profit fell eur mn eur mn 2007 including vessel sales gain eur mn,2007.0,negative
kaggle,$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,smh got sell signal needs take go higher otherwise headed lower gap,,negative
kaggle,The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,negotiations concern salaried senior salaried employees scheduled completed six weeks,,neutral
kaggle,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,production liquidated june 2009 employees loose jobs,2009.0,negative
kaggle,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",adp news may 2009 bank america bofa downgraded today ratings paper maker stora enso oyj hel sterv finnish sector player oyj hel underperf,2009.0,neutral
kaggle,Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,deutsche bank downgrades starbucks new loyalty program https sbux,,negative
kaggle,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",operating profit excluding items totalled eur mn eur mn,,neutral
kaggle,"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",company said offshore segment represented total marine engines orders 2010 period merchant special vessels cruise ferry ship design respectively,2010.0,neutral
kaggle,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",finnish vaahto group provides technology process machinery starting negotiations concerning temporary employees company plants hollola tampere finland,,neutral
kaggle,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",according finnish petrol station chain managing director kim wiio company forced make purchases rising prices first half 2008 consumer prices going almost daily due competition,2008.0,negative
kaggle,A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,filter used packets determine need processed processor network device,,neutral
kaggle,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",altona stated private company altona chairman kevin maloney tulla resources would take entitlement full,,neutral
kaggle,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",however net sales 2010 seen grown 2009,2010.0,positive
kaggle,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",dutch broker noted nokian tyres reported good first quarter 2006 line consensus,2006.0,positive
kaggle,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",okhta center area expected square metres office premises 2016,2016.0,neutral
kaggle,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,operating profit improved eur mn eur mn,,positive
kaggle,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,stores march 2010 finnish stationery gift retailer tiimari hel said yesterday cut total jobs units tiimari retail ltd gallerix finland ltd result closure shops,2010.0,negative
kaggle,The transaction is expected to be completed next spring .,transaction expected completed next spring,,neutral
kaggle,The company expects its net sales for the whole 2009 to remain below the 2008 level .,company expects net sales whole 2009 remain 2008 level,2009.0,neutral
kaggle,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",operating profit net sales period increased respectively compared 2005,2005.0,positive
kaggle,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",company serves customers various industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well catering households,,neutral
kaggle,Customers in a wide range of industries use our stainless steel and services worldwide .,customers wide range industries use stainless steel services worldwide,,neutral
kaggle,"The total number of voting rights is 74,612,523 .",total number voting rights,,neutral
kaggle,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",mr bakman sees also expansion options link claiming however operating link single ship enough,,neutral
kaggle,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,zagg getting ready target plus close better avg daily volume http,,positive
kaggle,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",finnish national carrier said net loss april june million net profit million year earlier,,negative
kaggle,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",eu commission said earlier fined thyssenkrupp united technologies corp otis schindler ag kone oyj total mln eur alleged cartel activity lift market going back twelve years,,negative
kaggle,Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,recently company decided build second identical plant site due commissioned toward end 2008,2008.0,neutral
kaggle,for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,follow sell signal ndx internals technical sell qqq,,negative
kaggle,Talentum 's net sales in September were smaller than expected .,talentum net sales september smaller expected,,neutral
kaggle,"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",india trade russia currently stands four billion dollars growing per cent fiscal 2007,2007.0,positive
kaggle,An EU law on the issue may be introduced around 2010 .,eu law issue may introduced around 2010,2010.0,neutral
kaggle,$BIOC RSI extremely in long's favor looking at BIOC historically.,bioc rsi extremely long favor looking bioc historically,,positive
kaggle,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",consolidated operating profit excluding items eur mn eur mn year earlier,,positive
kaggle,A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,broad range connectivity options including hspa gives consumers high speed access internet,,neutral
kaggle,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",sales ragutis controlled finnish brewery olvi declined percent million liters company held percent market,,neutral
kaggle,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",product portfolio comprises harvesters forwarders harvester heads well cranes loaders,,neutral
kaggle,$YHOO About to break out on the 5-min...,yhoo break,,positive
kaggle,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",digia also set two subsidiaries digia norway digia usa,,neutral
kaggle,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",contract also includes cutting edging wagon parts ruukki steel service centres seinajoki raahe delivered vr welding assembly,,neutral
kaggle,AB InBev attacks SABMiller bid rebuffal,ab inbev attacks sabmiller bid rebuffal,,negative
kaggle,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",efficiency improvement measures january 2010 finnish stationery gift retailer tiimari hel said today continue improve operational efficiency focusing profitable core operations,2010.0,positive
kaggle,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",operates three distinct brands united supermarkets market street united supermercado,,neutral
kaggle,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,earnings per share eps amounted loss,,negative
kaggle,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",business gross written premiums 2000 net combined ratio staff total offices uk germany benelux,2000.0,neutral
kaggle,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",alexandria may matti harkonen pentti sipponen espoo finland osmo suovaniemi helsinki finland tapani tiusanen vantaa finland developed paper web press device,,neutral
kaggle,"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",customers wave cards front reader make payments similar touch go cards used transport systems,,neutral
kaggle,$BBRY nice bounce,bbry nice bounce,,positive
kaggle,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",however march 2009 government petersburg passed front part building area square metres land plot hotel worth usd company delta,2009.0,neutral
kaggle,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,pharmaceutical market belgium global research data services published recently market analysis pharmaceutical markets belgium,,neutral
kaggle,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,marimekko group net sales estimated increase,,positive
kaggle,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,last position nokia siemens networks head business human resources nsn global,,neutral
kaggle,Wellness services will be important in the future .,wellness services important future,,neutral
kaggle,Teleste expects to start the deliveries at the end of 2009 .,teleste expects start deliveries end 2009,2009.0,neutral
kaggle,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",total provided secured senior debt syndicate involving pohjola bank hel finnish arm nordea bank ab sto nda sampo bank hel samas,,neutral
kaggle,"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",reported june circuits continued alternately report track vacant occupied almost constantly june part track signaling device replaced time crash according metro source,,neutral
